source,file,dest_split,n_boxes
dut/train,00162.jpg,train,1
dut/train,00163.jpg,train,2
dut/train,00164.jpg,train,1
dut/train,00165.jpg,train,1
dut/train,00166.jpg,train,1
dut/train,00167.jpg,train,1
dut/train,00168.jpg,train,1
dut/train,00169.jpg,train,1
dut/train,00170.jpg,train,1
dut/train,00171.jpg,train,1
dut/train,00172.jpg,train,1
dut/train,00173.jpg,train,1
dut/train,00174.jpg,train,1
dut/train,00175.jpg,train,1
dut/train,00176.jpg,train,1
dut/train,00177.jpg,train,1
dut/train,00178.jpg,train,1
dut/train,00179.jpg,train,1
dut/train,00180.jpg,train,1
dut/train,00181.jpg,train,1
dut/train,00182.jpg,train,1
dut/train,00183.jpg,train,1
dut/train,00184.jpg,train,1
dut/train,00185.jpg,train,1
dut/train,00186.jpg,train,1
dut/train,00187.jpg,train,1
dut/train,00188.jpg,train,1
dut/train,00189.jpg,train,1
dut/train,00190.jpg,train,1
dut/train,00191.jpg,train,1
dut/train,00192.jpg,train,1
dut/train,00193.jpg,train,1
dut/train,00194.jpg,train,1
dut/train,00195.jpg,train,1
dut/train,00196.jpg,train,1
dut/train,00197.jpg,train,1
dut/train,00198.jpg,train,1
dut/train,00199.jpg,train,1
dut/train,00200.jpg,train,1
dut/train,00201.jpg,train,1
dut/train,00202.jpg,train,1
dut/train,00203.jpg,train,1
dut/train,00204.jpg,train,1
dut/train,00205.jpg,train,1
dut/train,00206.jpg,train,1
dut/train,00207.jpg,train,1
dut/train,00208.jpg,train,1
dut/train,00209.jpg,train,1
dut/train,00210.jpg,train,1
dut/train,00211.jpg,train,1
dut/train,00212.jpg,train,1
dut/train,00213.jpg,train,1
dut/train,00214.jpg,train,1
dut/train,00215.jpg,train,1
dut/train,00216.jpg,train,1
dut/train,00217.jpg,train,1
dut/train,00218.jpg,train,1
dut/train,00219.jpg,train,1
dut/train,00220.jpg,train,1
dut/train,00221.jpg,train,1
dut/train,00222.jpg,train,1
dut/train,00223.jpg,train,1
dut/train,00224.jpg,train,1
dut/train,00225.jpg,train,1
dut/train,00226.jpg,train,1
dut/train,00227.jpg,train,1
dut/train,00228.jpg,train,1
dut/train,00229.jpg,train,1
dut/train,00230.jpg,train,1
dut/train,00231.jpg,train,1
dut/train,00232.jpg,train,1
dut/train,00233.jpg,train,1
dut/train,00234.jpg,train,1
dut/train,00235.jpg,train,2
dut/train,00236.jpg,train,1
dut/train,00237.jpg,train,1
dut/train,00238.jpg,train,1
dut/train,00239.jpg,train,1
dut/train,00240.jpg,train,1
dut/train,00241.jpg,train,1
dut/train,00242.jpg,train,1
dut/train,00243.jpg,train,1
dut/train,00244.jpg,train,1
dut/train,00245.jpg,train,1
dut/train,00246.jpg,train,1
dut/train,00247.jpg,train,1
dut/train,00248.jpg,train,1
dut/train,00249.jpg,train,1
dut/train,00250.jpg,train,1
dut/train,00251.jpg,train,1
dut/train,00252.jpg,train,1
dut/train,00253.jpg,train,1
dut/train,00254.jpg,train,1
dut/train,00255.jpg,train,1
dut/train,00256.jpg,train,1
dut/train,00257.jpg,train,1
dut/train,00258.jpg,train,1
dut/train,00259.jpg,train,1
dut/train,00260.jpg,train,1
dut/train,00261.jpg,train,1
dut/train,00262.jpg,train,1
dut/train,00263.jpg,train,1
dut/train,00264.jpg,train,1
dut/train,00265.jpg,train,1
dut/train,00266.jpg,train,1
dut/train,00267.jpg,train,1
dut/train,00268.jpg,train,1
dut/train,00269.jpg,train,1
dut/train,00270.jpg,train,1
dut/train,00271.jpg,train,1
dut/train,00272.jpg,train,1
dut/train,00273.jpg,train,1
dut/train,00274.jpg,train,1
dut/train,00275.jpg,train,1
dut/train,00276.jpg,train,1
dut/train,00277.jpg,train,1
dut/train,00278.jpg,train,1
dut/train,00279.jpg,train,1
dut/train,00280.jpg,train,1
dut/train,00281.jpg,train,1
dut/train,00282.jpg,train,1
dut/train,00283.jpg,train,1
dut/train,00284.jpg,train,1
dut/train,00285.jpg,train,1
dut/train,00286.jpg,train,1
dut/train,00287.jpg,train,1
dut/train,00288.jpg,train,1
dut/train,00289.jpg,train,1
dut/train,00290.jpg,train,1
dut/train,00291.jpg,train,1
dut/train,00292.jpg,train,1
dut/train,00293.jpg,train,1
dut/train,00294.jpg,train,1
dut/train,00295.jpg,train,1
dut/train,00296.jpg,train,1
dut/train,00297.jpg,train,1
dut/train,00298.jpg,train,1
dut/train,00299.jpg,train,1
dut/train,00300.jpg,train,1
dut/train,00301.jpg,train,1
dut/train,00302.jpg,train,1
dut/train,00303.jpg,train,1
dut/train,00304.jpg,train,1
dut/train,00305.jpg,train,1
dut/train,00306.jpg,train,1
dut/train,00307.jpg,train,1
dut/train,00308.jpg,train,1
dut/train,00309.jpg,train,1
dut/train,00310.jpg,train,1
dut/train,00311.jpg,train,1
dut/train,00312.jpg,train,1
dut/train,00313.jpg,train,1
dut/train,00314.jpg,train,1
dut/train,00315.jpg,train,1
dut/train,00316.jpg,train,1
dut/train,00317.jpg,train,1
dut/train,00318.jpg,train,1
dut/train,00319.jpg,train,1
dut/train,00320.jpg,train,1
dut/train,00321.jpg,train,1
dut/train,00322.jpg,train,1
dut/train,00323.jpg,train,1
dut/train,00324.jpg,train,1
dut/train,00325.jpg,train,1
dut/train,00326.jpg,train,1
dut/train,00327.jpg,train,1
dut/train,00328.jpg,train,1
dut/train,00329.jpg,train,1
dut/train,00330.jpg,train,1
dut/train,00331.jpg,train,1
dut/train,00332.jpg,train,1
dut/train,00333.jpg,train,1
dut/train,00334.jpg,train,1
dut/train,00335.jpg,train,1
dut/train,00336.jpg,train,1
dut/train,00337.jpg,train,1
dut/train,00338.jpg,train,1
dut/train,00339.jpg,train,1
dut/train,00340.jpg,train,1
dut/train,00341.jpg,train,1
dut/train,00342.jpg,train,1
dut/train,00343.jpg,train,1
dut/train,00344.jpg,train,1
dut/train,00345.jpg,train,1
dut/train,00346.jpg,train,1
dut/train,00347.jpg,train,1
dut/train,00348.jpg,train,1
dut/train,00349.jpg,train,1
dut/train,00350.jpg,train,1
dut/train,00351.jpg,train,1
dut/train,00352.jpg,train,1
dut/train,00353.jpg,train,1
dut/train,00354.jpg,train,1
dut/train,00355.jpg,train,1
dut/train,00356.jpg,train,1
dut/train,00357.jpg,train,1
dut/train,00358.jpg,train,1
dut/train,00359.jpg,train,1
dut/train,00360.jpg,train,1
dut/train,00361.jpg,train,1
dut/train,00362.jpg,train,1
dut/train,00363.jpg,train,1
dut/train,00364.jpg,train,1
dut/train,00365.jpg,train,1
dut/train,00366.jpg,train,1
dut/train,00367.jpg,train,1
dut/train,00368.jpg,train,1
dut/train,00369.jpg,train,1
dut/train,00370.jpg,train,1
dut/train,00371.jpg,train,1
dut/train,00372.jpg,train,1
dut/train,00373.jpg,train,1
dut/train,00374.jpg,train,1
dut/train,00375.jpg,train,1
dut/train,00376.jpg,train,1
dut/train,00377.jpg,train,1
dut/train,00378.jpg,train,1
dut/train,00379.jpg,train,1
dut/train,00380.jpg,train,1
dut/train,00381.jpg,train,1
dut/train,00382.jpg,train,1
dut/train,00383.jpg,train,1
dut/train,00384.jpg,train,1
dut/train,00385.jpg,train,1
dut/train,00386.jpg,train,1
dut/train,00387.jpg,train,1
dut/train,00388.jpg,train,1
dut/train,00389.jpg,train,1
dut/train,00390.jpg,train,1
dut/train,00391.jpg,train,1
dut/train,00392.jpg,train,1
dut/train,00393.jpg,train,1
dut/train,00394.jpg,train,1
dut/train,00395.jpg,train,1
dut/train,00396.jpg,train,1
dut/train,00397.jpg,train,1
dut/train,00398.jpg,train,1
dut/train,00399.jpg,train,1
dut/train,00400.jpg,train,1
dut/train,00401.jpg,train,1
dut/train,00402.jpg,train,1
dut/train,00403.jpg,train,1
dut/train,00404.jpg,train,1
dut/train,00405.jpg,train,1
dut/train,00406.jpg,train,1
dut/train,00407.jpg,train,1
dut/train,00408.jpg,train,1
dut/train,00409.jpg,train,1
dut/train,00410.jpg,train,1
dut/train,00411.jpg,train,1
dut/train,00412.jpg,train,1
dut/train,00413.jpg,train,1
dut/train,00414.jpg,train,1
dut/train,00415.jpg,train,1
dut/train,00416.jpg,train,1
dut/train,00417.jpg,train,1
dut/train,00418.jpg,train,1
dut/train,00419.jpg,train,1
dut/train,00420.jpg,train,1
dut/train,00421.jpg,train,1
dut/train,00422.jpg,train,1
dut/train,00423.jpg,train,1
dut/train,00424.jpg,train,1
dut/train,00425.jpg,train,1
dut/train,00426.jpg,train,1
dut/train,00427.jpg,train,1
dut/train,00428.jpg,train,1
dut/train,00429.jpg,train,1
dut/train,00430.jpg,train,1
dut/train,00431.jpg,train,1
dut/train,00432.jpg,train,1
dut/train,00433.jpg,train,1
dut/train,00434.jpg,train,1
dut/train,00435.jpg,train,1
dut/train,00436.jpg,train,1
dut/train,00437.jpg,train,1
dut/train,00438.jpg,train,1
dut/train,00439.jpg,train,1
dut/train,00440.jpg,train,1
dut/train,00441.jpg,train,1
dut/train,00442.jpg,train,1
dut/train,00443.jpg,train,1
dut/train,00444.jpg,train,1
dut/train,00445.jpg,train,1
dut/train,00446.jpg,train,1
dut/train,00447.jpg,train,1
dut/train,00448.jpg,train,1
dut/train,00449.jpg,train,1
dut/train,00450.jpg,train,1
dut/train,00451.jpg,train,1
dut/train,00452.jpg,train,1
dut/train,00453.jpg,train,1
dut/train,00454.jpg,train,1
dut/train,00455.jpg,train,1
dut/train,00456.jpg,train,1
dut/train,00457.jpg,train,3
dut/train,00458.jpg,train,3
dut/train,00459.jpg,train,3
dut/train,00460.jpg,train,3
dut/train,00461.jpg,train,2
dut/train,00462.jpg,train,2
dut/train,00463.jpg,train,2
dut/train,00464.jpg,train,1
dut/train,00465.jpg,train,3
dut/train,00466.jpg,train,3
dut/train,00467.jpg,train,3
dut/train,00468.jpg,train,2
dut/train,00469.jpg,train,1
dut/train,00470.jpg,train,1
dut/train,00471.jpg,train,1
dut/train,00472.jpg,train,1
dut/train,00473.jpg,train,1
dut/train,00474.jpg,train,1
dut/train,00475.jpg,train,1
dut/train,00476.jpg,train,1
dut/train,00477.jpg,train,1
dut/train,00478.jpg,train,1
dut/train,00479.jpg,train,1
dut/train,00480.jpg,train,1
dut/train,00481.jpg,train,1
dut/train,00482.jpg,train,1
dut/train,00483.jpg,train,1
dut/train,00484.jpg,train,1
dut/train,00485.jpg,train,1
dut/train,00486.jpg,train,1
dut/train,00487.jpg,train,1
dut/train,00488.jpg,train,1
dut/train,00489.jpg,train,1
dut/train,00490.jpg,train,1
dut/train,00491.jpg,train,1
dut/train,00492.jpg,train,1
dut/train,00493.jpg,train,1
dut/train,00494.jpg,train,1
dut/train,00495.jpg,train,1
dut/train,00496.jpg,train,1
dut/train,00497.jpg,train,1
dut/train,00498.jpg,train,1
dut/train,00499.jpg,train,1
dut/train,00500.jpg,train,1
dut/train,00501.jpg,train,1
dut/train,00502.jpg,train,1
dut/train,00503.jpg,train,1
dut/train,00504.jpg,train,1
dut/train,00505.jpg,train,1
dut/train,00506.jpg,train,1
dut/train,00507.jpg,train,1
dut/train,00508.jpg,train,1
dut/train,00509.jpg,train,1
dut/train,00510.jpg,train,1
dut/train,00511.jpg,train,1
dut/train,00512.jpg,train,1
dut/train,00513.jpg,train,1
dut/train,00514.jpg,train,1
dut/train,00515.jpg,train,1
dut/train,00516.jpg,train,1
dut/train,00517.jpg,train,1
dut/train,00518.jpg,train,1
dut/train,00519.jpg,train,1
dut/train,00520.jpg,train,1
dut/train,00521.jpg,train,1
dut/train,00522.jpg,train,1
dut/train,00523.jpg,train,1
dut/train,00524.jpg,train,1
dut/train,00525.jpg,train,1
dut/train,00526.jpg,train,1
dut/train,00527.jpg,train,1
dut/train,00528.jpg,train,1
dut/train,00529.jpg,train,1
dut/train,00530.jpg,train,1
dut/train,00531.jpg,train,1
dut/train,00532.jpg,train,1
dut/train,00533.jpg,train,1
dut/train,00534.jpg,train,1
dut/train,00535.jpg,train,1
dut/train,00536.jpg,train,1
dut/train,00537.jpg,train,1
dut/train,00538.jpg,train,1
dut/train,00539.jpg,train,1
dut/train,00540.jpg,train,1
dut/train,00541.jpg,train,1
dut/train,00542.jpg,train,1
dut/train,00543.jpg,train,1
dut/train,00544.jpg,train,1
dut/train,00545.jpg,train,1
dut/train,00546.jpg,train,1
dut/train,00547.jpg,train,1
dut/train,00548.jpg,train,1
dut/train,00549.jpg,train,1
dut/train,00550.jpg,train,1
dut/train,00551.jpg,train,1
dut/train,00552.jpg,train,1
dut/train,00553.jpg,train,1
dut/train,00554.jpg,train,1
dut/train,00555.jpg,train,1
dut/train,00556.jpg,train,1
dut/train,00557.jpg,train,1
dut/train,00558.jpg,train,1
dut/train,00559.jpg,train,1
dut/train,00560.jpg,train,1
dut/train,00561.jpg,train,1
dut/train,00562.jpg,train,1
dut/train,00563.jpg,train,5
dut/train,00564.jpg,train,1
dut/train,00565.jpg,train,1
dut/train,00566.jpg,train,1
dut/train,00567.jpg,train,1
dut/train,00568.jpg,train,1
dut/train,00569.jpg,train,1
dut/train,00570.jpg,train,1
dut/train,00571.jpg,train,1
dut/train,00572.jpg,train,1
dut/train,00573.jpg,train,1
dut/train,00574.jpg,train,1
dut/train,00575.jpg,train,1
dut/train,00576.jpg,train,1
dut/train,00577.jpg,train,1
dut/train,00578.jpg,train,1
dut/train,00579.jpg,train,0
dut/train,00580.jpg,train,1
dut/train,00581.jpg,train,1
dut/train,00582.jpg,train,1
dut/train,00583.jpg,train,1
dut/train,00584.jpg,train,1
dut/train,00585.jpg,train,1
dut/train,00586.jpg,train,1
dut/train,00587.jpg,train,1
dut/train,00588.jpg,train,1
dut/train,00589.jpg,train,1
dut/train,00590.jpg,train,1
dut/train,00591.jpg,train,1
dut/train,00592.jpg,train,1
dut/train,00593.jpg,train,1
dut/train,00594.jpg,train,1
dut/train,00595.jpg,train,1
dut/train,00596.jpg,train,1
dut/train,00597.jpg,train,1
dut/train,00598.jpg,train,1
dut/train,00599.jpg,train,1
dut/train,00600.jpg,train,1
dut/train,00601.jpg,train,1
dut/train,00602.jpg,train,1
dut/train,00603.jpg,train,1
dut/train,00604.jpg,train,1
dut/train,00605.jpg,train,2
dut/train,00606.jpg,train,2
dut/train,00607.jpg,train,1
dut/train,00608.jpg,train,1
dut/train,00609.jpg,train,1
dut/train,00610.jpg,train,2
dut/train,00611.jpg,train,2
dut/train,00612.jpg,train,2
dut/train,00613.jpg,train,1
dut/train,00614.jpg,train,1
dut/train,00615.jpg,train,2
dut/train,00616.jpg,train,1
dut/train,00617.jpg,train,2
dut/train,00618.jpg,train,1
dut/train,00619.jpg,train,1
dut/train,00620.jpg,train,1
dut/train,00621.jpg,train,1
dut/train,00622.jpg,train,1
dut/train,00623.jpg,train,1
dut/train,00624.jpg,train,1
dut/train,00625.jpg,train,1
dut/train,00626.jpg,train,1
dut/train,00627.jpg,train,1
dut/train,00628.jpg,train,1
dut/train,00629.jpg,train,1
dut/train,00630.jpg,train,1
dut/train,00631.jpg,train,1
dut/train,00632.jpg,train,1
dut/train,00633.jpg,train,1
dut/train,00634.jpg,train,1
dut/train,00635.jpg,train,1
dut/train,00636.jpg,train,1
dut/train,00637.jpg,train,1
dut/train,00638.jpg,train,1
dut/train,00639.jpg,train,0
dut/train,00640.jpg,train,1
dut/train,00641.jpg,train,1
dut/train,00642.jpg,train,1
dut/train,00643.jpg,train,1
dut/train,00644.jpg,train,1
dut/train,00645.jpg,train,1
dut/train,00646.jpg,train,1
dut/train,00647.jpg,train,1
dut/train,00648.jpg,train,1
dut/train,00649.jpg,train,1
dut/train,00650.jpg,train,1
dut/train,00651.jpg,train,1
dut/train,00652.jpg,train,1
dut/train,00653.jpg,train,1
dut/train,00654.jpg,train,1
dut/train,00655.jpg,train,1
dut/train,00656.jpg,train,1
dut/train,00657.jpg,train,1
dut/train,00658.jpg,train,1
dut/train,00659.jpg,train,1
dut/train,00660.jpg,train,1
dut/train,00661.jpg,train,1
dut/train,00662.jpg,train,1
dut/train,00663.jpg,train,1
dut/train,00664.jpg,train,1
dut/train,00665.jpg,train,1
dut/train,00666.jpg,train,1
dut/train,00667.jpg,train,1
dut/train,00668.jpg,train,1
dut/train,00669.jpg,train,1
dut/train,00670.jpg,train,1
dut/train,00671.jpg,train,1
dut/train,00672.jpg,train,1
dut/train,00673.jpg,train,1
dut/train,00674.jpg,train,1
dut/train,00675.jpg,train,1
dut/train,00676.jpg,train,1
dut/train,00677.jpg,train,1
dut/train,00678.jpg,train,1
dut/train,00679.jpg,train,1
dut/train,00680.jpg,train,1
dut/train,00681.jpg,train,1
dut/train,00682.jpg,train,1
dut/train,00683.jpg,train,1
dut/train,00684.jpg,train,1
dut/train,00685.jpg,train,1
dut/train,00686.jpg,train,1
dut/train,00687.jpg,train,1
dut/train,00688.jpg,train,1
dut/train,00689.jpg,train,1
dut/train,00690.jpg,train,1
dut/train,00691.jpg,train,1
dut/train,00692.jpg,train,1
dut/train,00693.jpg,train,1
dut/train,00694.jpg,train,1
dut/train,00695.jpg,train,1
dut/train,00696.jpg,train,1
dut/train,00697.jpg,train,1
dut/train,00698.jpg,train,1
dut/train,00699.jpg,train,1
dut/train,00700.jpg,train,1
dut/train,00701.jpg,train,1
dut/train,00702.jpg,train,1
dut/train,00703.jpg,train,1
dut/train,00704.jpg,train,1
dut/train,00705.jpg,train,1
dut/train,00706.jpg,train,1
dut/train,00707.jpg,train,1
dut/train,00708.jpg,train,1
dut/train,00709.jpg,train,1
dut/train,00710.jpg,train,1
dut/train,00711.jpg,train,1
dut/train,00712.jpg,train,1
dut/train,00713.jpg,train,1
dut/train,00714.jpg,train,1
dut/train,00715.jpg,train,1
dut/train,00716.jpg,train,1
dut/train,00717.jpg,train,1
dut/train,00718.jpg,train,1
dut/train,00719.jpg,train,1
dut/train,00720.jpg,train,1
dut/train,00721.jpg,train,1
dut/train,00722.jpg,train,1
dut/train,00723.jpg,train,1
dut/train,00724.jpg,train,0
dut/train,00725.jpg,train,1
dut/train,00726.jpg,train,1
dut/train,00727.jpg,train,1
dut/train,00728.jpg,train,1
dut/train,00729.jpg,train,1
dut/train,00730.jpg,train,1
dut/train,00731.jpg,train,1
dut/train,00732.jpg,train,1
dut/train,00733.jpg,train,1
dut/train,00734.jpg,train,1
dut/train,00735.jpg,train,1
dut/train,00736.jpg,train,1
dut/train,00737.jpg,train,1
dut/train,00738.jpg,train,1
dut/train,00739.jpg,train,1
dut/train,00740.jpg,train,1
dut/train,00741.jpg,train,1
dut/train,00742.jpg,train,1
dut/train,00743.jpg,train,1
dut/train,00744.jpg,train,1
dut/train,00745.jpg,train,1
dut/train,00746.jpg,train,1
dut/train,00747.jpg,train,1
dut/train,00748.jpg,train,1
dut/train,00749.jpg,train,1
dut/train,00750.jpg,train,1
dut/train,00751.jpg,train,1
dut/train,00752.jpg,train,1
dut/train,00753.jpg,train,1
dut/train,00754.jpg,train,1
dut/train,00755.jpg,train,1
dut/train,00756.jpg,train,1
dut/train,00757.jpg,train,1
dut/train,00758.jpg,train,1
dut/train,00759.jpg,train,1
dut/train,00760.jpg,train,1
dut/train,00761.jpg,train,1
dut/train,00762.jpg,train,1
dut/train,00763.jpg,train,1
dut/train,00764.jpg,train,1
dut/train,00765.jpg,train,1
dut/train,00766.jpg,train,1
dut/train,00767.jpg,train,1
dut/train,00768.jpg,train,1
dut/train,00769.jpg,train,1
dut/train,00770.jpg,train,1
dut/train,00771.jpg,train,1
dut/train,00772.jpg,train,1
dut/train,00773.jpg,train,1
dut/train,00774.jpg,train,1
dut/train,00775.jpg,train,1
dut/train,00776.jpg,train,1
dut/train,00777.jpg,train,1
dut/train,00778.jpg,train,1
dut/train,00779.jpg,train,1
dut/train,00780.jpg,train,1
dut/train,00781.jpg,train,1
dut/train,00782.jpg,train,1
dut/train,00783.jpg,train,1
dut/train,00784.jpg,train,1
dut/train,00785.jpg,train,1
dut/train,00786.jpg,train,2
dut/train,00787.jpg,train,1
dut/train,00788.jpg,train,1
dut/train,00789.jpg,train,1
dut/train,00790.jpg,train,1
dut/train,00791.jpg,train,1
dut/train,00792.jpg,train,1
dut/train,00793.jpg,train,1
dut/train,00794.jpg,train,1
dut/train,00795.jpg,train,1
dut/train,00796.jpg,train,1
dut/train,00797.jpg,train,1
dut/train,00798.jpg,train,1
dut/train,00799.jpg,train,1
dut/train,00800.jpg,train,1
dut/train,00801.jpg,train,1
dut/train,00802.jpg,train,1
dut/train,00803.jpg,train,1
dut/train,00804.jpg,train,2
dut/train,00805.jpg,train,1
dut/train,00806.jpg,train,1
dut/train,00807.jpg,train,1
dut/train,00808.jpg,train,1
dut/train,00809.jpg,train,1
dut/train,00810.jpg,train,1
dut/train,00811.jpg,train,1
dut/train,00812.jpg,train,1
dut/train,00813.jpg,train,1
dut/train,00814.jpg,train,1
dut/train,00815.jpg,train,1
dut/train,00816.jpg,train,1
dut/train,00817.jpg,train,1
dut/train,00818.jpg,train,1
dut/train,00819.jpg,train,1
dut/train,00820.jpg,train,1
dut/train,00821.jpg,train,1
dut/train,00822.jpg,train,1
dut/train,00823.jpg,train,1
dut/train,00824.jpg,train,1
dut/train,00825.jpg,train,1
dut/train,00826.jpg,train,1
dut/train,00827.jpg,train,1
dut/train,00828.jpg,train,1
dut/train,00829.jpg,train,1
dut/train,00830.jpg,train,1
dut/train,00831.jpg,train,1
dut/train,00832.jpg,train,1
dut/train,00833.jpg,train,1
dut/train,00834.jpg,train,1
dut/train,00835.jpg,train,1
dut/train,00836.jpg,train,1
dut/train,00837.jpg,train,1
dut/train,00838.jpg,train,1
dut/train,00839.jpg,train,1
dut/train,00840.jpg,train,1
dut/train,00841.jpg,train,1
dut/train,00842.jpg,train,1
dut/train,00843.jpg,train,1
dut/train,00844.jpg,train,1
dut/train,00845.jpg,train,1
dut/train,00846.jpg,train,1
dut/train,00847.jpg,train,1
dut/train,00848.jpg,train,1
dut/train,00849.jpg,train,1
dut/train,00850.jpg,train,1
dut/train,00851.jpg,train,1
dut/train,00852.jpg,train,1
dut/train,00853.jpg,train,1
dut/train,00854.jpg,train,1
dut/train,00855.jpg,train,1
dut/train,00856.jpg,train,1
dut/train,00857.jpg,train,1
dut/train,00858.jpg,train,1
dut/train,00859.jpg,train,1
dut/train,00860.jpg,train,1
dut/train,00861.jpg,train,1
dut/train,00862.jpg,train,1
dut/train,00863.jpg,train,1
dut/train,00864.jpg,train,1
dut/train,00865.jpg,train,1
dut/train,00866.jpg,train,1
dut/train,00867.jpg,train,1
dut/train,00868.jpg,train,1
dut/train,00869.jpg,train,1
dut/train,00870.jpg,train,1
dut/train,00871.jpg,train,1
dut/train,00872.jpg,train,1
dut/train,00873.jpg,train,1
